task_id,test.subset,train.subsets,test.fold,algorithm,classif.auc
EMNIST_seed1_prop0.01,unbalanced,other,1,featureless,0.5
EMNIST_seed1_prop0.01,balanced,other,2,featureless,0.5
EMNIST_seed1_prop0.01,unbalanced,other,2,featureless,0.5
EMNIST_seed1_prop0.01,balanced,other,3,featureless,0.5
EMNIST_seed1_prop0.01,unbalanced,other,3,featureless,0.5
EMNIST_seed1_prop0.01,balanced,same,1,featureless,0.5
EMNIST_seed1_prop0.01,unbalanced,same,1,featureless,0.5
EMNIST_seed1_prop0.01,balanced,same,2,featureless,0.5
EMNIST_seed1_prop0.01,unbalanced,same,2,featureless,0.5
EMNIST_seed1_prop0.01,balanced,same,3,featureless,0.5
EMNIST_seed1_prop0.01,unbalanced,same,3,featureless,0.5
EMNIST_seed1_prop0.01,balanced,all,1,linear_AUM,0.958145475385003
EMNIST_seed1_prop0.01,unbalanced,all,1,linear_AUM,0.902894541609974
EMNIST_seed1_prop0.01,balanced,all,2,linear_AUM,0.964219463330661
EMNIST_seed1_prop0.01,unbalanced,all,2,linear_AUM,0.979563430826117
EMNIST_seed1_prop0.01,balanced,all,3,linear_AUM,0.955364679389454
EMNIST_seed1_prop0.01,unbalanced,all,3,linear_AUM,0.945624714487784
EMNIST_seed1_prop0.01,balanced,other,1,linear_AUM,0.908862792862541
EMNIST_seed1_prop0.01,unbalanced,other,1,linear_AUM,0.965041434265341
EMNIST_seed1_prop0.01,balanced,other,2,linear_AUM,0.906763768622942
EMNIST_seed1_prop0.01,unbalanced,other,2,linear_AUM,0.958046634350623
EMNIST_seed1_prop0.01,balanced,other,3,linear_AUM,0.927428815097817
EMNIST_seed1_prop0.01,unbalanced,other,3,linear_AUM,0.968795922747962
EMNIST_seed1_prop0.01,balanced,same,1,linear_AUM,0.961062001071887
EMNIST_seed1_prop0.01,unbalanced,same,1,linear_AUM,0.945731474723446
EMNIST_seed1_prop0.01,balanced,same,2,linear_AUM,0.964204723969602
EMNIST_seed1_prop0.01,unbalanced,same,2,linear_AUM,0.949849615414874
EMNIST_seed1_prop0.01,balanced,same,3,linear_AUM,0.962286943139586
EMNIST_seed1_prop0.01,unbalanced,same,3,linear_AUM,0.895647005080054
EMNIST_seed1_prop0.01,balanced,all,1,dense_50_AUM,0.981533823011438
EMNIST_seed1_prop0.01,unbalanced,all,1,dense_50_AUM,0.971925619561659
EMNIST_seed1_prop0.01,balanced,all,2,dense_50_AUM,0.98344642664423
EMNIST_seed1_prop0.01,unbalanced,all,2,dense_50_AUM,0.97625164152188
EMNIST_seed1_prop0.01,balanced,all,3,dense_50_AUM,0.982330615834487
EMNIST_seed1_prop0.01,unbalanced,all,3,dense_50_AUM,0.989556444733091
EMNIST_seed1_prop0.01,balanced,other,1,dense_50_AUM,0.912801131787754
EMNIST_seed1_prop0.01,unbalanced,other,1,dense_50_AUM,0.992863514719001
EMNIST_seed1_prop0.01,balanced,other,2,dense_50_AUM,0.918241056363141
EMNIST_seed1_prop0.01,unbalanced,other,2,dense_50_AUM,0.978501358605206
EMNIST_seed1_prop0.01,balanced,other,3,dense_50_AUM,0.907402170869308
EMNIST_seed1_prop0.01,unbalanced,other,3,dense_50_AUM,0.979302772289216
EMNIST_seed1_prop0.01,balanced,same,1,dense_50_AUM,0.98239177939319
EMNIST_seed1_prop0.01,unbalanced,same,1,dense_50_AUM,0.951729606502131
EMNIST_seed1_prop0.01,balanced,same,2,dense_50_AUM,0.980808446211908
EMNIST_seed1_prop0.01,unbalanced,same,2,dense_50_AUM,0.918892176975727
EMNIST_seed1_prop0.01,balanced,same,3,dense_50_AUM,0.982490671593254
EMNIST_seed1_prop0.01,unbalanced,same,3,dense_50_AUM,0.885872167581223
EMNIST_seed1_prop0.01,balanced,all,1,linear_logistic,0.958946981081409
EMNIST_seed1_prop0.01,unbalanced,all,1,linear_logistic,0.967417259121095
EMNIST_seed1_prop0.01,balanced,all,2,linear_logistic,0.95707322508731
EMNIST_seed1_prop0.01,unbalanced,all,2,linear_logistic,0.970806630235471
EMNIST_seed1_prop0.01,balanced,all,3,linear_logistic,0.957507753273604
EMNIST_seed1_prop0.01,unbalanced,all,3,linear_logistic,0.961673940921675
EMNIST_seed1_prop0.01,balanced,other,1,linear_logistic,0.798714678723898
EMNIST_seed1_prop0.01,unbalanced,other,1,linear_logistic,0.970456873222261
EMNIST_seed1_prop0.01,balanced,other,2,linear_logistic,0.791985281791166
EMNIST_seed1_prop0.01,unbalanced,other,2,linear_logistic,0.972888412822328
EMNIST_seed1_prop0.01,balanced,other,3,linear_logistic,0.800119536286479
EMNIST_seed1_prop0.01,unbalanced,other,3,linear_logistic,0.964655651628314
EMNIST_seed1_prop0.01,balanced,same,1,linear_logistic,0.961964536157267
EMNIST_seed1_prop0.01,unbalanced,same,1,linear_logistic,0.790578998429132
EMNIST_seed1_prop0.01,balanced,same,2,linear_logistic,0.960197560610911
EMNIST_seed1_prop0.01,unbalanced,same,2,linear_logistic,0.8083610198314
EMNIST_seed1_prop0.01,balanced,same,3,linear_logistic,0.960609713108182
EMNIST_seed1_prop0.01,unbalanced,same,3,linear_logistic,0.790160217071842
EMNIST_seed1_prop0.01,balanced,all,1,dense_50_logistic,0.981004153371664
EMNIST_seed1_prop0.01,unbalanced,all,1,dense_50_logistic,0.987475107903297
EMNIST_seed1_prop0.01,balanced,all,2,dense_50_logistic,0.981657544428875
EMNIST_seed1_prop0.01,unbalanced,all,2,dense_50_logistic,0.988580454240119
EMNIST_seed1_prop0.01,balanced,all,3,dense_50_logistic,0.981390798218823
EMNIST_seed1_prop0.01,unbalanced,all,3,dense_50_logistic,0.982528028355835
EMNIST_seed1_prop0.01,balanced,other,1,dense_50_logistic,0.822429373610148
EMNIST_seed1_prop0.01,unbalanced,other,1,dense_50_logistic,0.985213418754899
EMNIST_seed1_prop0.01,balanced,other,2,dense_50_logistic,0.820862056584071
EMNIST_seed1_prop0.01,unbalanced,other,2,dense_50_logistic,0.987560743874173
EMNIST_seed1_prop0.01,balanced,other,3,dense_50_logistic,0.821174392426684
EMNIST_seed1_prop0.01,unbalanced,other,3,dense_50_logistic,0.981988651061417
EMNIST_seed1_prop0.01,balanced,same,1,dense_50_logistic,0.980857928171102
EMNIST_seed1_prop0.01,unbalanced,same,1,dense_50_logistic,0.826558778387503
EMNIST_seed1_prop0.01,balanced,same,2,dense_50_logistic,0.981080591203514
EMNIST_seed1_prop0.01,unbalanced,same,2,dense_50_logistic,0.836758591891941
EMNIST_seed1_prop0.01,balanced,same,3,dense_50_logistic,0.980913173387156
EMNIST_seed1_prop0.01,unbalanced,same,3,dense_50_logistic,0.815937498280047
EMNIST_seed2_prop0.01,balanced,all,1,cv_glmnet,0.970272759945735
EMNIST_seed2_prop0.01,unbalanced,all,1,cv_glmnet,0.968549063853315
EMNIST_seed2_prop0.01,balanced,all,2,cv_glmnet,0.965745427056481
EMNIST_seed2_prop0.01,unbalanced,all,2,cv_glmnet,0.978224770308599
EMNIST_seed2_prop0.01,balanced,all,3,cv_glmnet,0.962248149689731
EMNIST_seed2_prop0.01,unbalanced,all,3,cv_glmnet,0.963500238099437
EMNIST_seed2_prop0.01,balanced,other,1,cv_glmnet,0.906613598986967
EMNIST_seed2_prop0.01,unbalanced,other,1,cv_glmnet,0.96870904095133
EMNIST_seed2_prop0.01,balanced,other,2,cv_glmnet,0.914680539744807
EMNIST_seed2_prop0.01,unbalanced,other,2,cv_glmnet,0.978488400281205
EMNIST_seed2_prop0.01,balanced,other,3,cv_glmnet,0.898516876539684
EMNIST_seed2_prop0.01,unbalanced,other,3,cv_glmnet,0.965481460578376
EMNIST_seed2_prop0.01,balanced,same,1,cv_glmnet,0.970412880686586
EMNIST_seed2_prop0.01,unbalanced,same,1,cv_glmnet,0.921715066755356
EMNIST_seed2_prop0.01,balanced,same,2,cv_glmnet,0.965583133063853
EMNIST_seed2_prop0.01,unbalanced,same,2,cv_glmnet,0.962179704734431
EMNIST_seed2_prop0.01,balanced,same,3,cv_glmnet,0.962492182110051
EMNIST_seed2_prop0.01,unbalanced,same,3,cv_glmnet,0.91630657801137
EMNIST_seed2_prop0.01,balanced,all,1,featureless,0.5
EMNIST_seed2_prop0.01,unbalanced,all,1,featureless,0.5
EMNIST_seed2_prop0.01,balanced,all,2,featureless,0.5
EMNIST_seed2_prop0.01,unbalanced,all,2,featureless,0.5
EMNIST_seed2_prop0.01,balanced,all,3,featureless,0.5
EMNIST_seed2_prop0.01,unbalanced,all,3,featureless,0.5
EMNIST_seed2_prop0.01,balanced,other,1,featureless,0.5
EMNIST_seed2_prop0.01,unbalanced,other,1,featureless,0.5
EMNIST_seed2_prop0.01,balanced,other,2,featureless,0.5
EMNIST_seed2_prop0.01,unbalanced,other,2,featureless,0.5
EMNIST_seed2_prop0.01,balanced,other,3,featureless,0.5
EMNIST_seed2_prop0.01,unbalanced,other,3,featureless,0.5
EMNIST_seed2_prop0.01,balanced,same,1,featureless,0.5
EMNIST_seed2_prop0.01,unbalanced,same,1,featureless,0.5
EMNIST_seed2_prop0.01,balanced,same,2,featureless,0.5
EMNIST_seed2_prop0.01,unbalanced,same,2,featureless,0.5
EMNIST_seed2_prop0.01,balanced,same,3,featureless,0.5
EMNIST_seed2_prop0.01,unbalanced,same,3,featureless,0.5
EMNIST_seed2_prop0.01,balanced,all,1,linear_AUM,0.958507837322084
EMNIST_seed2_prop0.01,unbalanced,all,1,linear_AUM,0.960457590632639
EMNIST_seed2_prop0.01,balanced,all,2,linear_AUM,0.958261257104445
EMNIST_seed2_prop0.01,unbalanced,all,2,linear_AUM,0.887817871081913
EMNIST_seed2_prop0.01,balanced,all,3,linear_AUM,0.883701181051211
EMNIST_seed2_prop0.01,unbalanced,all,3,linear_AUM,0.958785281339471
EMNIST_seed2_prop0.01,balanced,other,1,linear_AUM,0.928182003815401
EMNIST_seed2_prop0.01,unbalanced,other,1,linear_AUM,0.887294731140244
EMNIST_seed2_prop0.01,balanced,other,2,linear_AUM,0.910734533228107
EMNIST_seed2_prop0.01,unbalanced,other,2,linear_AUM,0.972967322004315
EMNIST_seed2_prop0.01,balanced,other,3,linear_AUM,0.907308875648678
EMNIST_seed2_prop0.01,unbalanced,other,3,linear_AUM,0.94864988800508
EMNIST_seed2_prop0.01,balanced,same,1,linear_AUM,0.896112086124059
EMNIST_seed2_prop0.01,unbalanced,same,1,linear_AUM,0.895099929553945
EMNIST_seed2_prop0.01,balanced,same,2,linear_AUM,0.915409229676582
EMNIST_seed2_prop0.01,unbalanced,same,2,linear_AUM,0.953173862451819
EMNIST_seed2_prop0.01,balanced,same,3,linear_AUM,0.95231570457355
EMNIST_seed2_prop0.01,unbalanced,same,3,linear_AUM,0.921968053522402
EMNIST_seed2_prop0.01,balanced,all,1,dense_50_AUM,0.974315632951999
EMNIST_seed2_prop0.01,unbalanced,all,1,dense_50_AUM,0.973017196134729
EMNIST_seed2_prop0.01,balanced,all,2,dense_50_AUM,0.981233873778861
EMNIST_seed2_prop0.01,unbalanced,all,2,dense_50_AUM,0.983412523332768
EMNIST_seed2_prop0.01,balanced,all,3,dense_50_AUM,0.977811932173639
EMNIST_seed2_prop0.01,unbalanced,all,3,dense_50_AUM,0.970998900627289
EMNIST_seed2_prop0.01,balanced,other,1,dense_50_AUM,0.909302740961654
EMNIST_seed2_prop0.01,unbalanced,other,1,dense_50_AUM,0.972528844993418
EMNIST_seed2_prop0.01,balanced,other,2,dense_50_AUM,0.907814978316264
EMNIST_seed2_prop0.01,unbalanced,other,2,dense_50_AUM,0.992372912171826
EMNIST_seed2_prop0.01,balanced,other,3,dense_50_AUM,0.910471049146658
EMNIST_seed2_prop0.01,unbalanced,other,3,dense_50_AUM,0.973085945078397
EMNIST_seed2_prop0.01,balanced,same,1,dense_50_AUM,0.980659809013519
EMNIST_seed2_prop0.01,unbalanced,same,1,dense_50_AUM,0.887397172615289
EMNIST_seed2_prop0.01,balanced,same,2,dense_50_AUM,0.979584552913602
EMNIST_seed2_prop0.01,unbalanced,same,2,dense_50_AUM,0.942886233061017
EMNIST_seed2_prop0.01,balanced,same,3,dense_50_AUM,0.976107382870325
EMNIST_seed2_prop0.01,unbalanced,same,3,dense_50_AUM,0.909384057331993
EMNIST_seed2_prop0.01,balanced,all,1,linear_logistic,0.959634463950388
EMNIST_seed2_prop0.01,unbalanced,all,1,linear_logistic,0.95725804867233
EMNIST_seed2_prop0.01,balanced,all,2,linear_logistic,0.957369040980866
EMNIST_seed2_prop0.01,unbalanced,all,2,linear_logistic,0.97367639572374
EMNIST_seed2_prop0.01,balanced,all,3,linear_logistic,0.951955383175235
EMNIST_seed2_prop0.01,unbalanced,all,3,linear_logistic,0.942665067579087
EMNIST_seed2_prop0.01,balanced,other,1,linear_logistic,0.793302793187139
EMNIST_seed2_prop0.01,unbalanced,other,1,linear_logistic,0.959214259853326
EMNIST_seed2_prop0.01,balanced,other,2,linear_logistic,0.794696243603699
EMNIST_seed2_prop0.01,unbalanced,other,2,linear_logistic,0.97494303168408
EMNIST_seed2_prop0.01,balanced,other,3,linear_logistic,0.782542852706433
EMNIST_seed2_prop0.01,unbalanced,other,3,linear_logistic,0.947662216264837
EMNIST_seed2_prop0.01,balanced,same,1,linear_logistic,0.962462271056972
EMNIST_seed2_prop0.01,unbalanced,same,1,linear_logistic,0.812237406013455
EMNIST_seed2_prop0.01,balanced,same,2,linear_logistic,0.96005180581016
EMNIST_seed2_prop0.01,unbalanced,same,2,linear_logistic,0.833116166880803
EMNIST_seed2_prop0.01,balanced,same,3,linear_logistic,0.954841195917013
EMNIST_seed2_prop0.01,unbalanced,same,3,linear_logistic,0.767185782230139
EMNIST_seed2_prop0.01,balanced,all,1,dense_50_logistic,0.98272547985546
EMNIST_seed2_prop0.01,unbalanced,all,1,dense_50_logistic,0.979419086671101
EMNIST_seed2_prop0.01,balanced,all,2,dense_50_logistic,0.977325605217636
EMNIST_seed2_prop0.01,unbalanced,all,2,dense_50_logistic,0.989257836173669
EMNIST_seed2_prop0.01,balanced,all,3,dense_50_logistic,0.975107472093044
EMNIST_seed2_prop0.01,unbalanced,all,3,dense_50_logistic,0.970164082846846
EMNIST_seed2_prop0.01,balanced,other,1,dense_50_logistic,0.814166756796797
EMNIST_seed2_prop0.01,unbalanced,other,1,dense_50_logistic,0.980423855111268
EMNIST_seed2_prop0.01,balanced,other,2,dense_50_logistic,0.818031735512455
EMNIST_seed2_prop0.01,unbalanced,other,2,dense_50_logistic,0.985257933141015
EMNIST_seed2_prop0.01,balanced,other,3,dense_50_logistic,0.80971980490547
EMNIST_seed2_prop0.01,unbalanced,other,3,dense_50_logistic,0.971780807421648
EMNIST_seed2_prop0.01,balanced,same,1,dense_50_logistic,0.98348042629405
EMNIST_seed2_prop0.01,unbalanced,same,1,dense_50_logistic,0.823233726540201
EMNIST_seed2_prop0.01,balanced,same,2,dense_50_logistic,0.981237659451027
EMNIST_seed2_prop0.01,unbalanced,same,2,dense_50_logistic,0.858030714406923
EMNIST_seed2_prop0.01,balanced,same,3,dense_50_logistic,0.975991515439877
EMNIST_seed2_prop0.01,unbalanced,same,3,dense_50_logistic,0.785816328330306
FashionMNIST_seed1_prop0.01,balanced,all,1,cv_glmnet,0.992247520706196
FashionMNIST_seed1_prop0.01,unbalanced,all,1,cv_glmnet,0.993376961715144
FashionMNIST_seed1_prop0.01,balanced,all,2,cv_glmnet,0.993021921213741
FashionMNIST_seed1_prop0.01,unbalanced,all,2,cv_glmnet,0.991166127887724
FashionMNIST_seed1_prop0.01,balanced,all,3,cv_glmnet,0.993011908945598
FashionMNIST_seed1_prop0.01,unbalanced,all,3,cv_glmnet,0.995543343399583
FashionMNIST_seed1_prop0.01,balanced,other,1,cv_glmnet,0.972968682282445
FashionMNIST_seed1_prop0.01,unbalanced,other,1,cv_glmnet,0.992877109769117
FashionMNIST_seed1_prop0.01,balanced,other,2,cv_glmnet,0.98257890823759
FashionMNIST_seed1_prop0.01,unbalanced,other,2,cv_glmnet,0.989895135220374
FashionMNIST_seed1_prop0.01,balanced,other,3,cv_glmnet,0.977174382329928
FashionMNIST_seed1_prop0.01,unbalanced,other,3,cv_glmnet,0.995069293255612
FashionMNIST_seed1_prop0.01,balanced,same,1,cv_glmnet,0.992210561119504
FashionMNIST_seed1_prop0.01,unbalanced,same,1,cv_glmnet,0.97684109869631
FashionMNIST_seed1_prop0.01,balanced,same,2,cv_glmnet,0.992617970283803
FashionMNIST_seed1_prop0.01,unbalanced,same,2,cv_glmnet,0.979708270913822
FashionMNIST_seed1_prop0.01,balanced,same,3,cv_glmnet,0.992545770873683
FashionMNIST_seed1_prop0.01,unbalanced,same,3,cv_glmnet,0.982363578903013
FashionMNIST_seed1_prop0.01,balanced,all,1,featureless,0.5
FashionMNIST_seed1_prop0.01,unbalanced,all,1,featureless,0.5
FashionMNIST_seed1_prop0.01,balanced,all,2,featureless,0.5
FashionMNIST_seed1_prop0.01,unbalanced,all,2,featureless,0.5
FashionMNIST_seed1_prop0.01,balanced,all,3,featureless,0.5
FashionMNIST_seed1_prop0.01,unbalanced,all,3,featureless,0.5
FashionMNIST_seed1_prop0.01,balanced,other,1,featureless,0.5
FashionMNIST_seed1_prop0.01,unbalanced,other,1,featureless,0.5
FashionMNIST_seed1_prop0.01,balanced,other,2,featureless,0.5
FashionMNIST_seed1_prop0.01,unbalanced,other,2,featureless,0.5
FashionMNIST_seed1_prop0.01,balanced,other,3,featureless,0.5
FashionMNIST_seed1_prop0.01,unbalanced,other,3,featureless,0.5
FashionMNIST_seed1_prop0.01,balanced,same,1,featureless,0.5
FashionMNIST_seed1_prop0.01,unbalanced,same,1,featureless,0.5
FashionMNIST_seed1_prop0.01,balanced,same,2,featureless,0.5
FashionMNIST_seed1_prop0.01,unbalanced,same,2,featureless,0.5
FashionMNIST_seed1_prop0.01,balanced,same,3,featureless,0.5
FashionMNIST_seed1_prop0.01,unbalanced,same,3,featureless,0.5
FashionMNIST_seed1_prop0.01,unbalanced,same,1,conv_AUM,0.966020934016827
FashionMNIST_seed1_prop0.01,balanced,all,1,linear_AUM,0.980768273278713
FashionMNIST_seed1_prop0.01,unbalanced,all,1,linear_AUM,0.963285331246995
FashionMNIST_seed1_prop0.01,balanced,all,2,linear_AUM,0.990819039625469
FashionMNIST_seed1_prop0.01,unbalanced,all,2,linear_AUM,0.950059134274225
FashionMNIST_seed1_prop0.01,balanced,all,3,linear_AUM,0.991639409440428
FashionMNIST_seed1_prop0.01,unbalanced,all,3,linear_AUM,0.994893719128216
FashionMNIST_seed1_prop0.01,balanced,other,1,linear_AUM,0.982055237867898
FashionMNIST_seed1_prop0.01,unbalanced,other,1,linear_AUM,0.993420427101755
FashionMNIST_seed1_prop0.01,balanced,other,2,linear_AUM,0.98321184407709
FashionMNIST_seed1_prop0.01,unbalanced,other,2,linear_AUM,0.986372309390523
FashionMNIST_seed1_prop0.01,balanced,other,3,linear_AUM,0.982245601597903
FashionMNIST_seed1_prop0.01,unbalanced,other,3,linear_AUM,0.994036332139429
FashionMNIST_seed1_prop0.01,balanced,same,1,linear_AUM,0.99115435853577
FashionMNIST_seed1_prop0.01,unbalanced,same,1,linear_AUM,0.986324702737505
FashionMNIST_seed1_prop0.01,balanced,same,2,linear_AUM,0.990847878742115
FashionMNIST_seed1_prop0.01,unbalanced,same,2,linear_AUM,0.975510525900812
FashionMNIST_seed1_prop0.01,balanced,same,3,linear_AUM,0.991520379981832
FashionMNIST_seed1_prop0.01,unbalanced,same,3,linear_AUM,0.988628649015615
FashionMNIST_seed1_prop0.01,balanced,all,1,dense_50_AUM,0.988997887300568
FashionMNIST_seed1_prop0.01,unbalanced,all,1,dense_50_AUM,0.990095325026011
FashionMNIST_seed1_prop0.01,balanced,all,2,dense_50_AUM,0.98524877731439
FashionMNIST_seed1_prop0.01,unbalanced,all,2,dense_50_AUM,0.985063470787668
FashionMNIST_seed1_prop0.01,balanced,all,3,dense_50_AUM,0.988745426833253
FashionMNIST_seed1_prop0.01,unbalanced,all,3,dense_50_AUM,0.989898635203783
FashionMNIST_seed1_prop0.01,balanced,other,1,dense_50_AUM,0.970658796393403
FashionMNIST_seed1_prop0.01,unbalanced,other,1,dense_50_AUM,0.975985373897405
FashionMNIST_seed1_prop0.01,balanced,other,2,dense_50_AUM,0.969643126822411
FashionMNIST_seed1_prop0.01,unbalanced,other,2,dense_50_AUM,0.986722384293937
FashionMNIST_seed1_prop0.01,balanced,other,3,dense_50_AUM,0.976500733512541
FashionMNIST_seed1_prop0.01,unbalanced,other,3,dense_50_AUM,0.973757520425124
FashionMNIST_seed1_prop0.01,balanced,same,1,dense_50_AUM,0.988201931997656
FashionMNIST_seed1_prop0.01,unbalanced,same,1,dense_50_AUM,0.975012835871984
FashionMNIST_seed1_prop0.01,balanced,same,2,dense_50_AUM,0.986679697029542
FashionMNIST_seed1_prop0.01,unbalanced,same,2,dense_50_AUM,0.97510841283608
FashionMNIST_seed1_prop0.01,balanced,same,3,dense_50_AUM,0.988799662089995
FashionMNIST_seed1_prop0.01,unbalanced,same,3,dense_50_AUM,0.983809139218578
FashionMNIST_seed1_prop0.01,balanced,all,1,linear_logistic,0.988442713699977
FashionMNIST_seed1_prop0.01,unbalanced,all,1,linear_logistic,0.990410449078941
FashionMNIST_seed1_prop0.01,balanced,all,2,linear_logistic,0.98927925442316
FashionMNIST_seed1_prop0.01,unbalanced,all,2,linear_logistic,0.991099897500591
FashionMNIST_seed1_prop0.01,balanced,all,3,linear_logistic,0.989840364194798
FashionMNIST_seed1_prop0.01,unbalanced,all,3,linear_logistic,0.992836575602219
FashionMNIST_seed1_prop0.01,balanced,other,1,linear_logistic,0.918450319841672
FashionMNIST_seed1_prop0.01,unbalanced,other,1,linear_logistic,0.990277336332445
FashionMNIST_seed1_prop0.01,balanced,other,2,linear_logistic,0.926402864743672
FashionMNIST_seed1_prop0.01,unbalanced,other,2,linear_logistic,0.990762437909012
FashionMNIST_seed1_prop0.01,balanced,other,3,linear_logistic,0.91756490469208
FashionMNIST_seed1_prop0.01,unbalanced,other,3,linear_logistic,0.993015075965072
FashionMNIST_seed1_prop0.01,balanced,same,1,linear_logistic,0.988666707628247
FashionMNIST_seed1_prop0.01,unbalanced,same,1,linear_logistic,0.932245612033392
FashionMNIST_seed1_prop0.01,balanced,same,2,linear_logistic,0.9891793920842
FashionMNIST_seed1_prop0.01,unbalanced,same,2,linear_logistic,0.929407868800757
FashionMNIST_seed1_prop0.01,balanced,same,3,linear_logistic,0.989956185872601
FashionMNIST_seed1_prop0.01,unbalanced,same,3,linear_logistic,0.904554978111759
FashionMNIST_seed1_prop0.01,balanced,all,1,dense_50_logistic,0.991051454336195
FashionMNIST_seed1_prop0.01,unbalanced,all,1,dense_50_logistic,0.992157214303372
FashionMNIST_seed1_prop0.01,balanced,all,2,dense_50_logistic,0.991924669787758
FashionMNIST_seed1_prop0.01,unbalanced,all,2,dense_50_logistic,0.992405582275487
FashionMNIST_seed1_prop0.01,balanced,all,3,dense_50_logistic,0.992120101332607
FashionMNIST_seed1_prop0.01,unbalanced,all,3,dense_50_logistic,0.994726923707189
FashionMNIST_seed1_prop0.01,balanced,other,1,dense_50_logistic,0.951492837726463
FashionMNIST_seed1_prop0.01,unbalanced,other,1,dense_50_logistic,0.992545686196208
FashionMNIST_seed1_prop0.01,balanced,other,2,dense_50_logistic,0.95514423914685
FashionMNIST_seed1_prop0.01,unbalanced,other,2,dense_50_logistic,0.991863123866593
FashionMNIST_seed1_prop0.01,balanced,other,3,dense_50_logistic,0.949286396490735
FashionMNIST_seed1_prop0.01,unbalanced,other,3,dense_50_logistic,0.994767891003582
FashionMNIST_seed1_prop0.01,balanced,same,1,dense_50_logistic,0.991072067545175
FashionMNIST_seed1_prop0.01,unbalanced,same,1,dense_50_logistic,0.965358086871008
FashionMNIST_seed1_prop0.01,balanced,same,2,dense_50_logistic,0.991612275066507
FashionMNIST_seed1_prop0.01,unbalanced,same,2,dense_50_logistic,0.964774895529449
FashionMNIST_seed1_prop0.01,balanced,same,3,dense_50_logistic,0.99198680021965
FashionMNIST_seed1_prop0.01,unbalanced,same,3,dense_50_logistic,0.947532598262987
FashionMNIST_seed2_prop0.01,balanced,all,1,cv_glmnet,0.992258345351695
FashionMNIST_seed2_prop0.01,unbalanced,all,1,cv_glmnet,0.99146187316172
FashionMNIST_seed2_prop0.01,balanced,all,2,cv_glmnet,0.992537483784237
FashionMNIST_seed2_prop0.01,unbalanced,all,2,cv_glmnet,0.988978825829058
FashionMNIST_seed2_prop0.01,balanced,all,3,cv_glmnet,0.992143280671518
FashionMNIST_seed2_prop0.01,unbalanced,all,3,cv_glmnet,0.992552960278193
FashionMNIST_seed2_prop0.01,balanced,other,1,cv_glmnet,0.979453384146146
FashionMNIST_seed2_prop0.01,unbalanced,other,1,cv_glmnet,0.990741753567175
FashionMNIST_seed2_prop0.01,balanced,other,2,cv_glmnet,0.971705118739098
FashionMNIST_seed2_prop0.01,unbalanced,other,2,cv_glmnet,0.99016412191914
FashionMNIST_seed2_prop0.01,balanced,other,3,cv_glmnet,0.973580338016731
FashionMNIST_seed2_prop0.01,unbalanced,other,3,cv_glmnet,0.992185402523684
FashionMNIST_seed2_prop0.01,balanced,same,1,cv_glmnet,0.992048916482019
FashionMNIST_seed2_prop0.01,unbalanced,same,1,cv_glmnet,0.958470064901918
FashionMNIST_seed2_prop0.01,balanced,same,2,cv_glmnet,0.992310742556928
FashionMNIST_seed2_prop0.01,unbalanced,same,2,cv_glmnet,0.970479369089765
FashionMNIST_seed2_prop0.01,balanced,same,3,cv_glmnet,0.991782163908077
FashionMNIST_seed2_prop0.01,unbalanced,same,3,cv_glmnet,0.982897377874941
FashionMNIST_seed2_prop0.01,balanced,all,1,featureless,0.5
